Kód produktu;Název;Nákupní cena;Prodejní cena;Mare Kè;Mare %;Multishop
153821/276228;Polobavlnìná látka se strukturou Half panama s digitálním tiskem rostliny;184.04;658.65;474.61;72.06;75
158085/282744;Umìlá kùe Sahara s filcovım zpevnìním;92.32;155.9;63.58;40.78;45
158085/282745;Umìlá kùe Sahara s filcovım zpevnìním;92.32;155.9;63.58;40.78;45
158085/282746;Umìlá kùe Sahara s filcovım zpevnìním;92.32;155.9;63.58;40.78;45
158085/282747;Umìlá kùe Sahara s filcovım zpevnìním;92.32;155.9;63.58;40.78;45
158086/282744;Umìlá kùe Sahara s filcovım zpevnìním;92.32;565.1;472.78;83.66;85
158086/282745;Umìlá kùe Sahara s filcovım zpevnìním;92.32;565.1;472.78;83.66;85
158086/282746;Umìlá kùe Sahara s filcovım zpevnìním;92.32;565.1;472.78;83.66;85
158086/282747;Umìlá kùe Sahara s filcovım zpevnìním;92.32;565.1;472.78;83.66;85
157592/282115;Suchı zip šíøe 30 mm oboustrannı;17.79;30.03;12.24;40.76;45
157592/282116;Suchı zip šíøe 30 mm oboustrannı;17.79;30.03;12.24;40.76;45
157593/282115;Suchı zip šíøe 30 mm oboustrannı;17.79;544.5;526.71;96.73;100
157593/282116;Suchı zip šíøe 30 mm oboustrannı;17.79;544.5;526.71;96.73;100
158217/283150;Dívèí kabelka crossbody 23x22 cm s potiskem;88.94;211.49;122.55;57.95;60
158217/283151;Dívèí kabelka crossbody 23x22 cm s potiskem;88.94;211.49;122.55;57.95;60
158218/283150;Dívèí kabelka crossbody 23x22 cm s potiskem;88.94;412.98;324.04;78.46;80
158218/283151;Dívèí kabelka crossbody 23x22 cm s potiskem;88.94;412.98;324.04;78.46;80
158219/283150;Dívèí kabelka crossbody 23x22 cm s potiskem;88.94;578.16;489.22;84.62;85
158219/283151;Dívèí kabelka crossbody 23x22 cm s potiskem;88.94;578.16;489.22;84.62;85
158309/283128;Dno na pletení / vırobu košíkù O25 cm;41.5;70.08;28.58;40.78;45
158310/283128;Dno na pletení / vırobu košíkù O25 cm;41.5;508.1;466.6;91.83;95
158311/283129;Dno na pletení / vırobu košíkù O29 cm;49.97;84.38;34.41;40.78;45
158312/283129;Dno na pletení / vırobu košíkù O29 cm;49.97;611.8;561.83;91.83;95
119892/229290;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/229291;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/229293;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/229294;Dìtské pletené rukavice palèáky;45.98;54.6;8.62;15.79;20
119892/229295;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/229296;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/229297;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/229298;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/229564;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/247400;Dìtské pletené rukavice palèáky;45.98;54.6;8.62;15.79;20
119892/260658;Dìtské pletené rukavice palèáky;45.0;54.6;9.6;17.58;20
119892/260659;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260660;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260661;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260662;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260663;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260664;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260665;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260673;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119892/260674;Dìtské pletené rukavice palèáky;45.98;54.6;8.62;15.79;20
119892/260675;Dìtské pletené rukavice palèáky;41.38;54.35;12.97;23.86;25
119893/229290;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/229291;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/229293;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/229294;Dìtské pletené rukavice palèáky;165.52;198.5;32.98;16.61;20
119893/229295;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/229296;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/229297;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/229298;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/229564;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/247400;Dìtské pletené rukavice palèáky;165.52;198.5;32.98;16.61;20
119893/260658;Dìtské pletené rukavice palèáky;164.0;198.5;34.5;17.38;20
119893/260659;Dìtské pletené rukavice palèáky;41.38;197.48;156.1;79.05;80
119893/260660;Dìtské pletené rukavice palèáky;41.38;197.48;156.1;79.05;80
119893/260661;Dìtské pletené rukavice palèáky;41.38;197.48;156.1;79.05;80
119893/260662;Dìtské pletené rukavice palèáky;41.38;197.48;156.1;79.05;80
119893/260663;Dìtské pletené rukavice palèáky;41.38;197.48;156.1;79.05;80
119893/260664;Dìtské pletené rukavice palèáky;165.52;198.5;32.98;16.61;20
119893/260665;Dìtské pletené rukavice palèáky;41.38;197.48;156.1;79.05;80
119893/260673;Dìtské pletené rukavice palèáky;165.52;198.5;32.98;16.61;20
119893/260674;Dìtské pletené rukavice palèáky;165.52;198.5;32.98;16.61;20
119893/260675;Dìtské pletené rukavice palèáky;41.38;197.48;156.1;79.05;80
124944/236739;Pánské prošívané rukavice;187.0;236.6;49.6;20.96;25
124944/284082;Pánské prošívané rukavice;168.8;235.42;66.62;28.3;30
124944/284083;Pánské prošívané rukavice;168.8;235.42;66.62;28.3;30
124944/284084;Pánské prošívané rukavice;168.8;235.42;66.62;28.3;30
124945/284082;Pánské prošívané rukavice;675.2;851.8;176.6;20.73;25
124945/284083;Pánské prošívané rukavice;675.2;851.8;176.6;20.73;25
124945/284084;Pánské prošívané rukavice;168.8;847.48;678.68;80.08;85
153495/275807;Skøipec do vlasù zvíøátka;49.01;64.7;15.69;24.25;25
153495/275808;Skøipec do vlasù zvíøátka;49.01;64.7;15.69;24.25;25
153495/275809;Skøipec do vlasù zvíøátka;49.01;64.7;15.69;24.25;25
153495/275818;Skøipec do vlasù zvíøátka;49.01;64.7;15.69;24.25;25
153495/275819;Skøipec do vlasù zvíøátka;49.01;64.7;15.69;24.25;25
153495/275820;Skøipec do vlasù zvíøátka;49.01;64.36;15.35;23.85;25
153496/275807;Skøipec do vlasù zvíøátka;196.04;235.0;38.96;16.58;20
153496/275808;Skøipec do vlasù zvíøátka;196.04;235.0;38.96;16.58;20
153496/275809;Skøipec do vlasù zvíøátka;196.04;235.0;38.96;16.58;20
153496/275818;Skøipec do vlasù zvíøátka;196.04;235.0;38.96;16.58;20
153496/275819;Skøipec do vlasù zvíøátka;196.04;235.0;38.96;16.58;20
153496/275820;Skøipec do vlasù zvíøátka;196.04;235.0;38.96;16.58;20
157137/281587;Náušnice z nerezové oceli krouky;75.38;127.29;51.91;40.78;45
157138/281587;Náušnice z nerezové oceli krouky;75.38;184.56;109.18;59.16;60
157131/281381;Náušnice kruhy z nerezové oceli s broušenımi kamínky;109.26;184.5;75.24;40.78;45
157132/281381;Náušnice kruhy z nerezové oceli s broušenımi kamínky;109.26;267.52;158.26;59.16;60
157209/281513;Pøívìsek z nerezové oceli nùky, iletka;10.16;17.16;7.0;40.79;45
157209/281514;Pøívìsek z nerezové oceli nùky, iletka;10.16;17.16;7.0;40.79;45
157209/281515;Pøívìsek z nerezové oceli nùky, iletka;10.16;17.16;7.0;40.79;45
157209/281518;Pøívìsek z nerezové oceli nùky, iletka;10.16;17.16;7.0;40.79;45
157210/281513;Pøívìsek z nerezové oceli nùky, iletka;10.16;124.4;114.24;91.83;95
157210/281514;Pøívìsek z nerezové oceli nùky, iletka;10.16;124.4;114.24;91.83;95
157210/281515;Pøívìsek z nerezové oceli nùky, iletka;10.16;124.4;114.24;91.83;95
157210/281518;Pøívìsek z nerezové oceli nùky, iletka;10.16;124.4;114.24;91.83;95
157207/281502;Pøívìsek z nerezové oceli srdce;10.16;17.16;7.0;40.79;45
157207/281503;Pøívìsek z nerezové oceli srdce;10.16;17.16;7.0;40.79;45
157207/281504;Pøívìsek z nerezové oceli srdce;10.16;17.16;7.0;40.79;45
157207/281505;Pøívìsek z nerezové oceli srdce;10.16;17.16;7.0;40.79;45
157208/281502;Pøívìsek z nerezové oceli srdce;10.16;124.4;114.24;91.83;95
157208/281503;Pøívìsek z nerezové oceli srdce;10.16;124.4;114.24;91.83;95
157208/281504;Pøívìsek z nerezové oceli srdce;10.16;124.4;114.24;91.83;95
157208/281505;Pøívìsek z nerezové oceli srdce;10.16;124.4;114.24;91.83;95
157205/281497;Pøívìsek z nerezové oceli váka, pavouk;10.16;17.16;7.0;40.79;45
157205/281498;Pøívìsek z nerezové oceli váka, pavouk;10.16;17.16;7.0;40.79;45
157205/281499;Pøívìsek z nerezové oceli váka, pavouk;10.16;17.16;7.0;40.79;45
157205/281500;Pøívìsek z nerezové oceli váka, pavouk;10.16;17.16;7.0;40.79;45
157206/281497;Pøívìsek z nerezové oceli váka, pavouk;10.16;124.4;114.24;91.83;95
157206/281498;Pøívìsek z nerezové oceli váka, pavouk;10.16;124.4;114.24;91.83;95
157206/281499;Pøívìsek z nerezové oceli váka, pavouk;10.16;124.4;114.24;91.83;95
157206/281500;Pøívìsek z nerezové oceli váka, pavouk;10.16;124.4;114.24;91.83;95
157187/281486;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;17.16;7.0;40.79;45
157187/281487;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;17.16;7.0;40.79;45
157187/281488;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;17.16;7.0;40.79;45
157187/281489;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;17.16;7.0;40.79;45
157188/281486;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;124.4;114.24;91.83;95
157188/281487;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;124.4;114.24;91.83;95
157188/281488;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;124.4;114.24;91.83;95
157188/281489;Pøívìsek z nerezové oceli ètyølístek, mandala;10.16;124.4;114.24;91.83;95
157292/281667;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;30.2;27.66;91.59;95
157292/281668;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;30.2;27.66;91.59;95
157292/281669;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;30.2;27.66;91.59;95
157293/281667;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;78.6;76.06;96.77;100
157293/281668;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;78.6;76.06;96.77;100
157293/281669;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;78.6;76.06;96.77;100
157294/281667;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;110.4;107.86;97.7;100
157294/281668;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;110.4;107.86;97.7;100
157294/281669;"Krouek spojovací uzavøenı do øetízku O3; 4; 5 mm z nerezové oceli";2.54;110.4;107.86;97.7;100
157713/282254;Náhrdelník ze zlomkù minerálù;126.2;213.1;86.9;40.78;45
157713/282255;Náhrdelník ze zlomkù minerálù;126.2;213.1;86.9;40.78;45
157713/282256;Náhrdelník ze zlomkù minerálù;126.2;213.1;86.9;40.78;45
157713/282257;Náhrdelník ze zlomkù minerálù;126.2;213.1;86.9;40.78;45
157713/282258;Náhrdelník ze zlomkù minerálù;126.2;213.1;86.9;40.78;45
157714/282254;Náhrdelník ze zlomkù minerálù;126.2;618.0;491.8;79.58;80
157714/282255;Náhrdelník ze zlomkù minerálù;126.2;618.0;491.8;79.58;80
157714/282256;Náhrdelník ze zlomkù minerálù;126.2;618.0;491.8;79.58;80
157714/282257;Náhrdelník ze zlomkù minerálù;126.2;618.0;491.8;79.58;80
157714/282258;Náhrdelník ze zlomkù minerálù;126.2;618.0;491.8;79.58;80
157716/282259;Náramek ze zlomkù minerálù;87.24;147.32;60.08;40.78;45
157716/282260;Náramek ze zlomkù minerálù;87.24;147.32;60.08;40.78;45
157716/282261;Náramek ze zlomkù minerálù;87.24;147.32;60.08;40.78;45
157716/282262;Náramek ze zlomkù minerálù;87.24;147.32;60.08;40.78;45
157716/282263;Náramek ze zlomkù minerálù;87.24;147.32;60.08;40.78;45
157717/282259;Náramek ze zlomkù minerálù;87.24;534.0;446.76;83.66;85
157717/282260;Náramek ze zlomkù minerálù;87.24;534.0;446.76;83.66;85
157717/282261;Náramek ze zlomkù minerálù;87.24;534.0;446.76;83.66;85
157717/282262;Náramek ze zlomkù minerálù;87.24;534.0;446.76;83.66;85
157717/282263;Náramek ze zlomkù minerálù;87.24;534.0;446.76;83.66;85
157707/282252;Náhrdelník z broušenıch korálkù koèka;151.61;256.01;104.4;40.78;45
157708/282252;Náhrdelník z broušenıch korálkù koèka;151.61;371.2;219.59;59.16;60
150307/270963;Sametová stuha šíøe 5 mm;3.39;40.3;36.91;91.59;95
150309/270963;Sametová stuha šíøe 5 mm;3.39;235.8;232.41;98.56;100
150310/270963;Sametová stuha šíøe 5 mm;3.39;660.6;657.21;99.49;100
139253/254949;Skládací mini deštník s pevnım pouzdrem;253.25;402.85;149.6;37.14;40
139253/254950;Skládací mini deštník s pevnım pouzdrem;253.25;402.85;149.6;37.14;40
139253/254951;Skládací mini deštník s pevnım pouzdrem;253.25;402.85;149.6;37.14;40
139253/254952;Skládací mini deštník s pevnım pouzdrem;253.25;402.85;149.6;37.14;40
139253/254953;Skládací mini deštník s pevnım pouzdrem;361.79;404.9;43.11;10.65;15
139253/257875;Skládací mini deštník s pevnım pouzdrem;253.25;402.85;149.6;37.14;40
139253/257876;Skládací mini deštník s pevnım pouzdrem;253.25;402.85;149.6;37.14;40
139253/269436;Skládací mini deštník s pevnım pouzdrem;253.25;402.85;149.6;37.14;40
139254/254949;Skládací mini deštník s pevnım pouzdrem;253.25;846.0;592.75;70.07;75
139254/254950;Skládací mini deštník s pevnım pouzdrem;253.25;846.0;592.75;70.07;75
139254/254951;Skládací mini deštník s pevnım pouzdrem;253.25;846.0;592.75;70.07;75
139254/254952;Skládací mini deštník s pevnım pouzdrem;759.75;850.3;90.55;10.65;15
139254/254953;Skládací mini deštník s pevnım pouzdrem;759.75;850.3;90.55;10.65;15
139254/257875;Skládací mini deštník s pevnım pouzdrem;253.25;846.0;592.75;70.07;75
139254/257876;Skládací mini deštník s pevnım pouzdrem;253.25;846.0;592.75;70.07;75
139254/269436;Skládací mini deštník s pevnım pouzdrem;253.25;846.0;592.75;70.07;75
140491/256683;Dámskı mini skládací deštník;244.78;413.57;168.79;40.81;45
140491/256684;Dámskı mini skládací deštník;244.78;413.57;168.79;40.81;45
140491/256685;Dámskı mini skládací deštník;244.78;413.57;168.79;40.81;45
140491/256686;Dámskı mini skládací deštník;244.78;413.57;168.79;40.81;45
140492/256683;Dámskı mini skládací deštník;244.78;1158.0;913.22;78.86;80
140492/256684;Dámskı mini skládací deštník;244.78;1158.0;913.22;78.86;80
140492/256685;Dámskı mini skládací deštník;244.78;1158.0;913.22;78.86;80
140492/256686;Dámskı mini skládací deštník;244.78;1158.0;913.22;78.86;80
133864/283598;Døevìnı kostel svítící k zavìšení;47.19;56.1;8.91;15.88;20
133865/283598;Døevìnı kostel svítící k zavìšení;210.0;254.6;44.6;17.52;20
146347/282905;Velikonoèní vajíèka k zavìšení;45.74;60.07;14.33;23.86;25
146348/282905;Velikonoèní vajíèka k zavìšení;45.74;163.68;117.94;72.06;75
144546/262225;Bavlnìná látka / plátno podzimní listy;95.83;127.07;31.24;24.58;25
144546/262226;Bavlnìná látka / plátno podzimní listy;95.83;127.7;31.87;24.96;25
144547/262225;Bavlnìná látka / plátno podzimní listy;95.83;1143.6;1047.77;91.62;95
144547/262226;Bavlnìná látka / plátno podzimní listy;958.3;1149.4;191.1;16.63;20
157999/282654;Tyl jemnì prunı s puntíky;49.97;84.38;34.41;40.78;45
157999/282655;Tyl jemnì prunı s puntíky;49.97;84.38;34.41;40.78;45
157999/282656;Tyl jemnì prunı s puntíky;49.97;84.38;34.41;40.78;45
157999/282657;Tyl jemnì prunı s puntíky;49.97;84.38;34.41;40.78;45
157999/282658;Tyl jemnì prunı s puntíky;49.97;84.38;34.41;40.78;45
157999/282659;Tyl jemnì prunı s puntíky;49.97;84.38;34.41;40.78;45
157999/282660;Tyl jemnì prunı s puntíky;49.97;84.38;34.41;40.78;45
158000/282654;Tyl jemnì prunı s puntíky;49.97;305.9;255.93;83.66;85
158000/282655;Tyl jemnì prunı s puntíky;49.97;305.9;255.93;83.66;85
158000/282656;Tyl jemnì prunı s puntíky;49.97;305.9;255.93;83.66;85
158000/282657;Tyl jemnì prunı s puntíky;49.97;305.9;255.93;83.66;85
158000/282658;Tyl jemnì prunı s puntíky;49.97;305.9;255.93;83.66;85
158000/282659;Tyl jemnì prunı s puntíky;49.97;305.9;255.93;83.66;85
158000/282660;Tyl jemnì prunı s puntíky;49.97;305.9;255.93;83.66;85
158742/283939;Vánoèní bavlnìná látka / plátno vloèky;102.85;122.2;19.35;15.83;20
158742/283940;Vánoèní bavlnìná látka / plátno vloèky;102.0;122.2;20.2;16.53;20
158743/283939;Vánoèní bavlnìná látka / plátno vloèky;920.0;1109.9;189.9;17.11;20
158743/283940;Vánoèní bavlnìná látka / plátno vloèky;920.0;1109.9;189.9;17.11;20
158899/284313;Bavlnìná látka / plátno Halloween;106.0;126.5;20.5;16.21;20
158900/284313;Bavlnìná látka / plátno Halloween;950.0;1149.0;199.0;17.32;20
157501/282067;Mozaikové kamínky sklenìné lístky barevnı mix;66.79;98.69;31.9;32.32;35
157502/282067;Mozaikové kamínky sklenìné lístky barevnı mix;66.79;241.77;174.98;72.37;75
157577/282194;"Polystyrenové kulièky O10; 12 mm";22.87;38.61;15.74;40.77;45
157577/282195;"Polystyrenové kulièky O10; 12 mm";22.87;38.61;15.74;40.77;45
157578/282194;"Polystyrenové kulièky O10; 12 mm";22.87;139.95;117.08;83.66;85
157578/282195;"Polystyrenové kulièky O10; 12 mm";22.87;139.95;117.08;83.66;85
157601/282117;Washi papírová lepicí páska šíøe 7 mm;22.02;37.18;15.16;40.77;45
157602/282117;Washi papírová lepicí páska šíøe 7 mm;22.02;134.8;112.78;83.66;85
157650/282469;Èistící váleèek na odìvy omyvatelnı;46.59;78.66;32.07;40.77;45
157650/282470;Èistící váleèek na odìvy omyvatelnı;46.59;78.66;32.07;40.77;45
157651/282469;Èistící váleèek na odìvy omyvatelnı;46.59;171.09;124.5;72.77;75
157651/282470;Èistící váleèek na odìvy omyvatelnı;46.59;171.09;124.5;72.77;75
157906/282443;Umìlá levandule v jutovém obalu;41.5;70.08;28.58;40.78;45
157907/282443;Umìlá levandule v jutovém obalu;41.5;101.62;60.12;59.16;60
157904/282442;Umìlá levandule v jutovém obalu;86.03;112.99;26.96;23.86;25
157905/282442;Umìlá levandule v jutovém obalu;86.03;205.26;119.23;58.09;60
157785/282303;Vánoèní / párty kravata;31.46;37.4;5.94;15.88;20
157785/282304;Vánoèní / párty kravata;22.02;37.18;15.16;40.77;45
157785/282305;Vánoèní / párty kravata;22.02;37.18;15.16;40.77;45
158884/282303;Vánoèní / párty kravata;198.18;243.9;45.72;18.75;20
158884/282304;Vánoèní / párty kravata;22.02;242.64;220.62;90.92;95
158884/282305;Vánoèní / párty kravata;22.02;242.64;220.62;90.92;95
158262/283114;Vánoèní samolepky plastické 3D;18.63;31.46;12.83;40.78;45
158262/283115;Vánoèní samolepky plastické 3D;26.62;31.6;4.98;15.76;20
158262/283116;Vánoèní samolepky plastické 3D;18.63;31.6;12.97;41.04;45
158262/283117;Vánoèní samolepky plastické 3D;18.63;31.46;12.83;40.78;45
158262/283118;Vánoèní samolepky plastické 3D;18.63;31.46;12.83;40.78;45
158262/283119;Vánoèní samolepky plastické 3D;18.63;31.46;12.83;40.78;45
158263/283114;Vánoèní samolepky plastické 3D;18.63;136.86;118.23;86.39;90
158263/283115;Vánoèní samolepky plastické 3D;111.78;137.6;25.82;18.76;20
158263/283116;Vánoèní samolepky plastické 3D;111.78;137.6;25.82;18.76;20
158263/283117;Vánoèní samolepky plastické 3D;18.63;136.86;118.23;86.39;90
158263/283118;Vánoèní samolepky plastické 3D;18.63;136.86;118.23;86.39;90
158263/283119;Vánoèní samolepky plastické 3D;18.63;136.86;118.23;86.39;90
158265/283242;Papírovı skládací andìl k zavìšení 17 cm;66.79;98.69;31.9;32.32;35
158265/283243;Papírovı skládací andìl k zavìšení 17 cm;66.79;98.69;31.9;32.32;35
158266/283242;Papírovı skládací andìl k zavìšení 17 cm;66.79;322.36;255.57;79.28;80
158266/283243;Papírovı skládací andìl k zavìšení 17 cm;66.79;322.36;255.57;79.28;80
158483/283461;Døevìnı jelen vıška 30 cm;92.32;155.9;63.58;40.78;45
158484/283461;Døevìnı jelen vıška 30 cm;92.32;339.06;246.74;72.77;75
158481/283435;Vánoèní zvonek skøítek k zavìšení;63.53;107.27;43.74;40.78;45
158481/283436;Vánoèní zvonek skøítek k zavìšení;63.53;107.27;43.74;40.78;45
158481/283437;Vánoèní zvonek skøítek k zavìšení;63.53;107.27;43.74;40.78;45
158482/283435;Vánoèní zvonek skøítek k zavìšení;63.53;233.31;169.78;72.77;75
158482/283436;Vánoèní zvonek skøítek k zavìšení;63.53;233.31;169.78;72.77;75
158482/283437;Vánoèní zvonek skøítek k zavìšení;63.53;233.31;169.78;72.77;75
158489/283401;Velké vánoèní kolíèky - perníèky sada 3 ks;36.42;61.5;25.08;40.78;45
158489/283402;Velké vánoèní kolíèky - perníèky sada 3 ks;36.42;61.5;25.08;40.78;45
158490/283401;Velké vánoèní kolíèky - perníèky sada 3 ks;36.42;178.36;141.94;79.58;80
158490/283402;Velké vánoèní kolíèky - perníèky sada 3 ks;36.42;178.36;141.94;79.58;80
158627/283599;Dekorace sušené pomeranèe 3 ks;15.25;20.03;4.78;23.86;25
158628/283599;Dekorace sušené pomeranèe 3 ks;15.25;90.9;75.65;83.22;85
158721/283863;Døevìnı jelen vıška 21,5 cm;66.91;112.99;46.08;40.78;45
158722/283863;Døevìnı jelen vıška 21,5 cm;66.91;245.73;178.82;72.77;75
158784/284105;Vıplò - kulièky z dutého vlákna nebìlené 500 g;136.13;178.78;42.65;23.86;25
158785/284105;Vıplò - kulièky z dutého vlákna nebìlené 500 g;136.13;811.95;675.82;83.23;85
123867/1/517;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/520;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/540;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/550;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/556;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/567;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/569;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/572;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/579;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/580;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/608;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/628;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/630;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/644;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/659;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/662;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/670;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/678;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/702;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/725;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/727;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/734;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.6;15.6;42.62;45
123867/1/743;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/748;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/750;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/752;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/801;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/804;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/823;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/862;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/863;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/868;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/1/870;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;21.0;36.2;15.2;41.99;45
123867/12/517;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;252.0;283.0;31.0;10.95;15
123867/12/520;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;252.0;283.0;31.0;10.95;15
123867/12/540;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;252.0;283.0;31.0;10.95;15
123867/12/550;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;252.0;283.0;31.0;10.95;15
123867/12/556;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;252.0;283.0;31.0;10.95;15
123867/12/567;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;252.0;283.0;31.0;10.95;15
123867/12/569;Polyesterové nitì pro overlocky i klasické šití NTF 40/2 1000 m;252.0;283.0;31.0;10.95;15
